Move,Freq,AC,Type,Roll,Dmg. Type,Range,Special Effect
Scale Shot,EOT,4,Dragon,1d8+6 ,Phys,"6, 1 Target","If Scale Shot hits at least 4 times, the Target becomes Wounded. Five Strike"
Scorched Earth,Scene,7,Dragon,3d10+10 ,Spec,"Close Blast 3 or Line 6; Full Action, Hazard","On a roll of 17+, all Targets become Burned. Scorched Earth creates Fire Hazards in all Spaces within the Range of this Attack. Smite, Spirit Surge.

Fire Hazards - Any Combatant who ends their turn on or moves through a Fire Hazard becomes Burned. Ground and Rock Type Pokemon  are immune to Fire Hazards and destroy them when Moving through them. Ground, Rock, and Water Type Attacks that affect these Spaces also destroy these Hazards. "
Scorching Breath,EOT,4,Dragon,2d10+10 ,Spec,"6, 1 Target","On a roll of 18+, the Target becomes Burned. This Attack may be used as a Full Action to use it as if it were a Fire Type Attack instead or treat its Range as if it were Close Blast 2."
Spitfire,At-Will,3,Dragon,1d8+6 ,Spec,"4, 1 Target","On a roll of 18+, the Target becomes Burned. This Attack may be used as a Full Action to use it as if it were a Fire Type Attack instead."
Twister,EOT,5,Dragon,2d6+8 ,Spec,"6, Ranged Blast 2","You may choose to destroy all Hazards within the range of this Attack. This Attack is treated as one step more Effective against Targets with the Flier Capability, but cannot surpass 1.5x Effectiveness. "
Aura Wheel,Scene x2,5,Electric,3d8+10 ,Phys,"Melee, Pass, Dash","If the Dash Keyword is Activated, a Coat may be removed from each Target hit by this Attack. If the user is in Hangry Mode, Aura Wheel is Dark Typed."
Bolt Beak,EOT,3,Electric,2d10+10 ,Phys,"Melee, 1 Target","If the Target is Paralyzed or the Weather is Thunderstorm, the Target cannot apply Physical Evasion against this Attack."
Charge,EOT,/,Electric,,Status,"Self, Versatile","The user gains a Charged Coat. The user may expend a Charge Coat when successfully hitting an Electric Damaging Attack to add its Damage Dice an extra time to the Damage Roll. This applies after any other Damage Base Modifiers such as a Critical Hit. 
Note: If the Damage Base would have the Attack be 2d6+8, this expended Coat turns it into 4d6+16. "
Charge Beam,EOT,5,Electric,1d8+6 ,Spec,"Line 3, Full Action","The user gains +1 CS in Special Attack. Spirit Surge"
Charged Spikes,Scene x2,/,Electric,,Status,"Self, Trigger","Charged Spikes can only be used as a Reaction whenever you’re hit with a Melee Attack. The Triggering Attack gains the Recoil ⅓ Keyword. If the Triggering Attack was a Super Effective, they also become Paralyzed."
Charged Velocity,Scene x2,/,Electric,,Status,"Self, Versatile","The user gains +2 CS in Attack, Special Attack or Speed. They then may use a Sprint or Disengage Maneuver as a Free Action."
Discharge,EOT,6,Electric,2d8+10 ,Spec,"Burst X, Set-Up","Charge Effect: You may use the Resolution Effect this Turn if desired, ignoring the Set-Up Keyword. 
Resolution Effect: X is equal to 1 plus the number of Charge Tokens expended (Or any lesser value). Targets become Paralyzed on a 18+. This gains the Smite Keyword if at least 2 Charge Counters are expended this way. "
Eerie Impulse,EOT,5,Electric,,Status,"Burst 1, Versatile","All Targets have their Special Attack lowered by -3 CS. When this Attack hits, all Targets also become Dazed. Friendly, Spirit Surge. *Grants Glow"
Electric Terrain,Scene x2,/,Electric,,Status,"Field, Versatile, Weather","The field becomes Electrified for the next 5 Rounds. While the field is Electrified, grounded Combatants are immune to Drowsy, and Electric Type attacks ignore Speed Evasion. While the Field is Electrified, the Weather may become Thunderstorm. "
Electrify,Scene x2,6,Electric,,Status,"Burst 2, Coat, Versatile","The Target gains an Electrified Coat. While the combatant is Electrified, all Electric Type Damaging Attacks that would miss the combatant instead deal Smite Damage or hit if the Attack has the Smite Keyword already. Whenever the combatant would be hit by an Electric Type Damaging Attack with an Effect Range that causes Paralysis, the Attacker may expend this Coat to trigger that Effect Range. Friendly."
Electro Ball,EOT,3,Electric,2d6+8 ,Spec,"10, 1 Target","Electro Ball may use the user's Speed Stat as an Offensive Stat instead of their Special Attack."
Electro Burst,Scene x2,6,Electric,,Status,"Burst 2, Versatile","All Targets become Paralyzed. If they're already Paralyzed, they instead become Dazed. If this Attack misses, their Movement Value is halved during their next Turn. Spirit Surge"
Electro Shot,Scene,4,Electric,2d8+10 ,Spec,"Line X, Set-Up","Charge Effect: If the Weather is Sandstorm, you cannot use this Charge Effect. If the Weather is Thunderstorm, you instead gain 2 Charge Tokens. 
Resolution Effect: X is equal to 4 plus the number of Charge Tokens you expend. This Attack’s Damage Base is increased by +2 for each Charge Token you expend. Smite"
Electroweb,EOT,5,Electric,2d6+8 ,Spec,"6, Ranged Blast 2","If this Attack misses all Targets, you may place Web Hazards in all spaces within the Range of this Attack. Enemies that Trigger this Web Hazard become Paralyzed. 

Web Hazard - Spaces with Web Hazards are treated as Slow Terrain. Whenever an Enemy passes through or ends their turn on a Web Hazard, they have their Speed lowered by -3 CS."
Energy Bomb,Scene,5,Electric,,Spec,"Burst 2, Recoil 1/2, Set-Up","Charge Effect: No Effect. Whenever you end your Turn with a Charge Counter from this Attack, you lose a Tick of Hit Points.
Resolution Effect: X is equal to your expended Charge Tokens multiplied by 5, then add +5. Smite"
Gigavolt,Scene x2,5,Electric,3d8+10 ,Phys,"Close Blast 3, Full Action, Recoil 1/3, Reckless","Gigavolt cannot miss Paralyzed Targets. If the Weather is Thunderstorm, the Recoil Keyword is ignored. Smite"
Ion Capture,Scene x2,/,Electric,,Status,"Self, Healing, Versatile","The user restores 5 Ticks of Hit Points. If the Field or Space the user is standing on is affected by an Electric Attack or the Weather is Thunderstorm, the user is also cured of a Status Affliction. This cannot be used if there is weather other than Thunderstorm on the Field."
Ion Deluge,Scene x2,/,Electric,,Status,"5, Ranged Blast 3 or Burst 2, Hazard, Versatile","Gas Hazards are created in all Spaces within the Range of this Attack. Enemies that Trigger this Hazard become Paralyzed and cannot increase their Combat Stages until the end of their next Turn.

Gas Hazards - Any Enemy who ends their Turn on or moves through a Gas Hazard loses one Tick of Hit Points and suffers any additional effects derived from the source. This Effect is ignored by Combatants with the Breathless Capability. "
Lightning Lance,Scene x2,6,Electric,4d10+10 ,Spec,"Line 6, Full Action, Recoil 1/3","On a roll of 17+, all Legal Targets become Paralyzed. If the Weather is Thunderstorm, Lighting Lance ignores Special Evasion. Smite. "
Magnet Rise,Scene,2,Electric,,Status,"Self, Trigger, Shield, Versatile","If the user is hit by an Groundsource or Burst Attack, the user may use Magnet Rise as a Standard Action + Reaction. The user is instead not hit by the Attack. The user does not take any damage nor is affected by any of the Attack's effects."
Magnetic Flux,Scene x2,/,Electric,,Status,"Field, Versatile","The Field becomes Fluxed for the next 5 Rounds. At the start of each Round, all Combatants that are Electric Type or have the Magnetic Capability gain +1 CS to a Stat of their Choice. If the Weather is Thunderstorm, they also gain a Tick of Temporary Hit Points."
Nuzzle,Scene x2,4,Electric,1d6+3 ,Phys,"Melee, 1 Target","The Target becomes Entranced or Paralyzed of your choice."
Overdrive,EOT,6,Electric,1d8+6 ,Spec,"Close Blast 2, Sonic, Set-Up","Charge Effect: While you have a Charge Token gained through this Attack, whenever your CS increases, gain a Charge Token. You cannot gain more than 3 Charge Tokens per Round for this Attack. 
Resolution Effect: After this Attack resolves, if all Targets were hit, all of the user's Stats with Positive CS are set to their Default Value. The Damage Base of this Attack is increased by +2 for each Charge Token expended. (Max 20). Smite"
Parabolic Charge,Scene x2,5,Electric,2d6+10 ,Spec,"Close Blast 2, Full Action ","The user restores Hit Points equal to half of the total damage taken by all Targets. This Attack cannot be affected by the Drain Keyword. "
Plasma Bolt,Scene,6,Electric,3d12+10 ,Phys,"Line 6, Full Action","On a roll of 15+, all Targets become Burned. If any Targets are Paralyzed, this Effect Range automatically Triggers. Smite"
Plasma Fists,Scene x2,3,Electric,3d8+10 ,Phys,"Melee, 1 Target, Punch","If the Target of this Attack has a lower Speed than the user they are treated as Vulnerable against this Attack. If the Target of this Attack was already Vulnerable, they lose -2 CS in Defense after Damage Calculations."
Plasma Storm,Scene x2,/,Electric,,Status,"Field, Versatile, Weather","The Field becomes Plasmic for the next 5 Rounds. While the Field is Plasmic, non Electric Type Enemies lose a Tick of Hit Points at the start of their Turn and Electric Type Pokemon gain a Tick of Temporary Hit Points at the start of their Turn. While the Field is Plasmic, the Weather becomes Thunderstorm."
Plasma Tail,Scene x2,5,Electric,3d10+10 ,Phys,"Melee, 1 Target","On  an Even Roll, the Target becomes Tripped. On an Odd Roll, the Target becomes Paralyzed. Smite"
Rising Voltage,Scene x2,5,Electric,2d8+10 ,Spec,"Burst 1, Full Action, Groundsource ","If the Field is affected by an Electric Attack or the Weather is Thunderstorm, Rising Voltage may increase its Burst Range by up to +2. Smite"
Shock Wave,EOT,4,Electric,1d8+8 ,Spec,"6, 1 Target or Close Blast 2 ","If this Attack only has one Target, it has the Sureshot Keyword."
Spark,EOT,2,Electric,2d6+10 ,Phys,"Melee, 1 Target","On a roll of 15+, the Target becomes Paralyzed. "
Static Jolt,At-Will,2,Electric,1d8+8 ,Phys,"Melee, 1 Target","On a roll of 18+, the Target becomes Paralyzed. Smite"
Thunder,Scene x2,5,Electric,3d12+10 ,Spec,"12, 1 Target","On a roll of 15+, the Target becomes Paralyzed. If the Weather is Thunderstorm, Windy or Rainy, Thunder has the Sureshot Keyword. Smite"
Thunder Cage,Scene,8,Electric,2d8+10 ,Spec,"Close Blast 3, Full Action","After this Attack resolves, create a Zone within the Range of the Attack. If any Combatant enters the Zone or leaves the Zone, they become Paralyzed. Unless the Weather is Thunderstorm, this Zone lasts until you use a Reaction, use an Attack or Faint. Spirit Surge. Smite. "
Thunder Fang,At-Will,2,Electric,2d6+10 ,Phys,"Melee, 1 Target, Bite","On a roll of 17+, Roll a d2. On a roll of 1, the Target becomes Paralyzed. On a 2, the Target becomes Wounded."
Thunder Punch,At-Will,3,Electric,2d8+10 ,Phys,"Melee, 1 Target, Punch","Thunder Punch Paralyzes the Target on a roll of 18+."
Thunder Shock,At-Will,3,Electric,1d8+6 ,Spec,"4, 1 Target","Thunder Shock Paralyzes the Target on a roll of 17+. Smite"
Thunder Spear,EOT,4,Electric,2d6+8 ,Phys,"8, 1 Target","If there is an Enemy within 2m of the Target that is Paralyzed, this Attack also Targets them but is resisted an additional step."
Thunder Wave,EOT,6,Electric,,Status,"6, 1 Target or Close Blast 2, Versatile","The Target becomes Paralyzed. "
Thunderbolt,EOT,4,Electric,2d10+10 ,Spec,"6, 1 Target","On a roll of 19+, the Target becomes Paralyzed. Smite"
Thunderstorm,Scene x2,/,Electric,,Status,"Blessing, Versatile, Weather","Blessing - Any user affected by Thunderstorm may activate it as a Free Action when using an Electric Type Damaging Attack to grant it the Smite Keyword. If the Attack hits, it hits, it is also increased by one damage step. (Max 1.5x Effectiveness). Thunderstorm may be Activated 3 times and then disappears. While this Blessing persists, the Weather becomes Thunderstorm."
Volt Crush,Scene x2,3,Electric,2d8+10 ,Phys,"6, 1 Target","If a Target hit by this Attack is Paralyzed, you may cure them of the Affliction. If they are cured this way, they lose three Ticks of Hit Points."
Volt Switch,At-Will,3,Electric,2d6+10 ,Spec,"5, 1 Target","After Damage Calculations, the user may Disengage as a Free Action or they may perform a Full Switch as a Free Action."
Volt Tackle,Scene x2,3,Electric,3d12+10 ,Phys,"Melee, 1 Target, Dash, Recoil 1/3","Volt Tackle Paralyzes the Target on a roll of 19+. If the Dash Keyword is Activated, Volt Tackle instead Paralyzes the Target on a roll of 15+ and it has the Smite Keyword."
Wild Charge,At-Will,2,Electric,2d10+10 ,Phys,"Melee, 1 Target, Dash, Recoil 1/4","Wild Charge Paralyzes the Target on a roll of 18+. If the Dash Keyword is Activated, the Recoil Keyword is ignored."
Zap Cannon,EOT,5,Electric,3d8+10 ,Spec,"10, 1 Target","Zap Cannon Paralyzes the Target. Zap Cannon treats the Target as Vulnerable if there are no Combatants or Blocking Terrain adjacent to them or if the Weather is Thunderstorm."
Zing Zap,EOT,3,Electric,2d8+10 ,Phys,"Melee, 1 Target","On a roll of 17+, the Target becomes Vulnerable until the end of the Round."
Alluring Voice,Scene x2,4,Fairy,2d6+10 ,Spec,"6, 1 Target, Sonic","On a roll of 17+, the Target becomes Entranced. All Entranced Enemies within 3m that have the User as their Fixation become Provoked until the end of their next Turn, ignoring the Entranced Limitations. Spirit Surge"
Aromatic Mist,EOT,7,Fairy,,Status,"Burst 2, Healing, Versatile","All Allies within the range of this Attack are cured of a Mental Affliction and may reset Negative CS to their default CS. All Enemies hit by this Attack become Suppressed.  "
Baby-Doll Eyes,EOT,5,Fairy,,Status,"Close Blast 2, Social","All Targets hit by this Attack become Entranced. Each Target loses -1 CS in Attack or Special Attack of your choice. Spirit Surge. "
Charm,EOT,5,Fairy,,Status,"6, 1 Target, Social, Versatile","All Legal Targets lose -2 CS in Attack. On a Hit, the Target also becomes Entranced. Spirit Surge."
Cosmic Curse,EOT,4,Fairy,,Status,"4, 1 Target, Versatile","The Target loses -2 CS in a Stat of your choice. If the Target is Cursed, instead set it to -2 CS. On a roll of 17+, they also become Cursed. "
Crafty Shield,Scene x2,/,Fairy,,Status,"Melee, 1 Target, Coat, Versatile","The Target gains a Crafty Coat. This Coat may be activated as a Free Action to resist a Special Attack by an additional Damage step or ignore a Triggered Effect Range of an Attack they're hit by. This Coat may be activated twice before being expended."
Dazzling Gleam,EOT,6,Fairy,2d8+10 ,Spec,"Close Blast 2","If the Weather is Mystical or on a Miss, the Target has a -2 Penalty to Accuracy until the end of their next Turn. Spirit Surge"
Decorate,Scene x2,/,Fairy,,Status,"Melee, 1 Target, Versatile","The Target gains +2 CS in both Attack and Special Attack, then gains a Tick of Temporary Hit Points."
Disarming Voice,At-Will,3,Fairy,1d8+6 ,Spec,"Burst 1, Sonic","Until the end of their turn, if the user performs the Terrorize Maneuver against a Target hit by this Attack, it gains the Sureshot Keyword and the user may use Charm instead of Command or Intimidate for the Skill Check."
Draining Kiss,EOT,5,Fairy,1d8+8 ,Spec,"Melee, 1 Target ","If the Target is Entranced with the User as their Fixation, any excess Hit Points recovered from the Drain Keyword instead becomes Temporary Hit Points. Drain."
