Move,Freq,AC,Type,Roll,Dmg. Type,Range,Special Effect
Cotton Guard,Scene,/,Grass,,Status,"Self","Raise the user's Defense 3 Combat Stages."
Cotton Spore,EOT,2,Grass,,Status,"Burst 1, Powder","All Legal Targets have their Speed lowered 2Combat Stages."
Counter,Scene x2,/,Fighting,,Phys,"Melee, 1 Target, Reaction, Trigger","Counter may be used as a Reaction when theuser is hit by a damaging Physical Attack. Resolve theTriggering Attack, with Counter's user resisting theattack one step further. After the attack is resolved, ifCounter's user was not Fainted, the triggering foe thenloses Hit Points equal to twice the amount of Hit Pointslost by the user from the triggering attack. Note thatCounter is Physical, and while it cannot miss, it cannothit targets immune to Fighting-Type Moves."
Court Change,Daily,/,Normal,,Status,"Field","All Blessings and Hazards swap which side thatthey belong to."
Covet,At-Will,2,Fairy,2d6+8 ,Phys,"Melee, 1 Target","Covet takes the target's Held Item or AccessorySlot Item and attaches it to Covet's user, if the user is notholding anything."
Crabhammer,EOT,4,Water,3d8+10 ,Phys,"Melee, 1 Target","Crabhammer is a Critical Hit on 18+."
Crackle Slam,TBD,TBD,Electric,TBD,Phys,"TBD","Strikes with a conductive hammer. Super-effective vs Steel."
Crafty Shield,Scene,/,Fairy,,Status,"Burst 2, Interrupt, Shield, Trigger","If the user or an Ally within 2 meters of CraftyShield's user is hit by a Status Move, you may use CraftyShield as an Interrupt. All targets in Crafty Shield's area-of-effect including the user, are instead not hit by thetriggering Move and do not suffer any of its effects."
Creeping Thorns,TBD,TBD,Grass,TBD,STATUS,"TBD","Thorns surround the foe. Hurts foes on switch in."
Crimson Glow,EOT,/,Light,,Status,"","Raise the user's Special Attack 2 Combat Stage."
Cross Chop,Scene x2,4,Fighting,3d8+10 ,Phys,"Melee, 1 Target","Cross Chop is a Critical Hit on 16+."
Cross Poison,EOT,2,Poison,2d6+10 ,Phys,"Melee, Pass","Cross Poison is a Critical Hit on 18+, and Poisonsthe target on 19+."
Crunch,EOT,2,Dark,2d8+10 ,Phys,"Melee, 1 Target","Crunch lowers the target's Defense 1 CombatStage on 17+"
Crush,At-Will,2,Fairy,2d6+10 ,Phys,"Melee, 1 Target","Crunch infatuates the target on 17+"
Crush Claw,EOT,3,Normal,2d6+10 ,Phys,"Melee, 1 Target, Dash","Crush Claw lowers the target's Defense 1 CombatStage on Even-Numbered Rolls."
Crush Grip,Scene,2,Normal,3d12+10 ,Phys,"Melee, 1 Target","For every 10% the target is below their full HitPoints, Crush Grip's Damage Base is reduced by 1."
Cupid Shot,TBD,TBD,Fairy,TBD,Phys,"TBD","Not done yet."
Curse,See Text,/,Ghost,,Status,"Self","If the user is not a Ghost Type, Curse has aFrequency of EOT, and when used the user lowers itsSpeed by -1 Combat Stage, but raises Attack and Defenseby +1 Combat Stage each. If the user is a Ghost Type,Curse has a Frequency of Scene, and when used the userloses 1/3rd of their Max Hit Points and a target pokemonor Trainer within 8 meters of the user becomes Cursed.This Hit Point loss cannot be prevented in any way."
Cursed Flare,EOT,4,Fire,2d8+10 ,Spec,"6, 1 Target","On 17+ , Cursed flare disables one move from opponent for 3 turns."
Cut,At-Will,3,Normal,1d8+8 ,Phys,"Melee, Pass","Cut ignores up to 5 Damage Reduction (Defensesare not Damage Reduction)."
Cutsie Slap,TBD,TBD,Fairy,TBD,Phys,"TBD","Slaps the foe cutely. May cause infatuation."
Dark Pulse,EOT,2,Dark,2d8+10 ,Spec,"8, 1 Target, Aura","Dark Pulse Flinches the target on 17+"
Dark Slumber,EOT,2,Dark,2d6+8 ,Spec,"5, 1 Target","Dark slumber makes the target fall asleep on 16+."
Dark Void,EOT,10,Dark,,Status,"Melee 1","The target falls Asleep. Once per Scene, DarkVoid may be used as if its range were "Burst 5,Friendly" instead."
Darkest Lariat,EOT,2,Dark,2d10+10 ,Phys,"Melee, 1 Target","This Move ignores the target's positiveDefense Combat Stages and all Damage Reduction."
Dash Attack,At-Will,2,Light,,,"Melee, Dash, Priority","None"
Dazzle,Scene x2,3,Light,,,"Cone Blast 2","Dazzle blinds the target on 18+"
Dazzling Gleam,EOT,2,Fairy,2d8+10 ,Spec,"Cone 2","None"
Deathroll,Scene,3,Water,3d8+10 ,Phys,"Melee, 1 Target","Deathroll confuses target's Defense 1 CombatStage on 18+. Deathroll also ignores opponent stat changes"
Decorate,Scene,/,Fairy,,Status,"Melee, 1 Target","The target gains +2 CS in both Attack andSpecial Attack."
Defend Order,EOT,/,Bug,,Status,"Self","Raise the user's Defense and Special Defense 1Combat Stage each."
Defense Curl,At-Will,/,Normal,,Status,"Self","The user becomes Curled Up. While Curled Up,the user becomes immune to Critical Hits and gains 10Damage Reduction. However, while Curled Up, the useris Slowed and their Accuracy is lowered by -4. The usermay stop being Curled Up as a Swift Action. If the userhas Rollout or Ice Ball in their Move List, they do notbecome Slowed while Curled Up. Furthermore, whenusing the Moves Rollout or Ice Ball while Curled Up,the user gains a +10 bonus to the damage rolls of thoseMoves and does not suffer Accuracy Penalties frombeing Curled Up."
Defog,Daily x2,/,Flying,,Status,"Field, Weather","The Weather becomes Clear, and all Blessings,Coats, and Hazards are destroyed. Clear Weather isthe default weather, conferring no innate bonuses orpenalties of any sort."
Depletion Beam,TBD,TBD,Dragon,TBD,Phys,"TBD","Attacks with metallic power. Foe's last move has 3 PP cut."
Destiny Bond,EOT,/,Ghost,,Status,"Burst 10, Friendly","All enemy targets in the burst become Bound tothe user until the end of the user's next turn. If a Boundtarget causes the user to Faint through a DamagingAttack, the Bound target immediately faints after theirattack is resolved."
Detect,Scene,/,Fighting,,Status,"Self, Interrupt, Shield, Trigger","If the user is hit by a Move, the user may useDetect. The user is instead not hit by the Move. You donot take any damage nor are you affected by any of theMove's effects."
Devious Shot,TBD,TBD,Dark,TBD,Phys,"TBD","Not done yet."
Devotion Dance,Scene x2,3,Fairy,3d12+10 ,Spec,"Melee, all adjacent foes, Smite","After damage is dealt, the user becomes Enragedand Confused."
Devour,Scene x2,/,Dark,,Phys,"","After the target takes damage, the user gains HP equal to half of the damage they dealt to the target.Additionally, if the target is a Dark-type Pokémon, Devour's damage base increases by +2."
Diamond Arrow,TBD,TBD,Rock,TBD,Phys,"TBD","Not done yet."
Diamond Blade,TBD,TBD,Rock,TBD,Phys,"TBD","Not done yet."
Diamond Storm,Scene,3,Rock,3d8+10 ,Phys,"Close Blast 3, Friendly, Smite","On Even-Numbered Rolls, Diamond Stormraises the User's Defense by 1 Combat Stage."
Dig,EOT,2,Ground,2d8+10 ,Phys,"","Burst 1, Set-Up, Full Action, Groundsource"
Dire Claw,EOT,2,Poison,2d6+8 ,Phys,"Melee, 1 Target","Dire Claw is a Critical Hit on a 19+. Dire Clawgives the target a Status ailment on a 15+. If this istriggered, roll 1d3; on 1 the target is Poisoned; on 2the target is Paralyzed; on 3 the target is Flinched."
Disable,Scene,/,Normal,,Status,"1 Target, Trigger","Disable may be used as a Free Action that doesnot take up a Command whenever the user is hit by aMove. That Move becomes Disabled for the attacker."
Disarming Voice,At-Will,/,Fairy,1d8+6 ,Spec,"Burst 1","Disarming Voice cannot miss."
Discharge,EOT,2,Electric,2d8+10 ,Spec,"All Cardinally Adjacent Targets","Discharge Paralyzes all legal targets on 15+."
Disorient,At-Will,2,Dark,1d8+8 ,Spec,"6, 1 Target","Disorient Confuses the target on 19+."
Distract,At Will,2,Light,,,"Melee, Dash","The target becomes Enraged."
Dive,Scene x2,2,Water,2d8+10 ,Phys,"","Burst 1, Set-Up, Full Action"
Dizzy Punch,At-Will,2,Normal,2d6+10 ,Phys,"Melee, 1 Target","Dizzy Punch Confuses the target on 17+"
Doodle,Scene,/,Normal,,Status,"Melee, 1 Target",""
Doom Desire,Scene x2,/,Steel,4d10+15 ,Spec,"10, 1 Target","Doom Desire does nothing on the turn it is used.At the end of the user's next turn, Doom Desire hits,even if the user is no longer on the field. Doom Desirecannot miss."
Double Hit,EOT,3,Normal,1d8+6 ,Phys,"Melee, 1 Target, Double Strike","None"
Double Iron Bash,Scene x2,2,Steel,2d6+8 ,Phys,"Melee, 1 Target, Double Strike","Double Iron Bash Flinches the targets on 15+.This move is affected by Iron Fist."
Double Kick,At-Will,3,Fighting,1d6+5 ,Phys,"Melee, 1 Target, Double Strike","None"
Double Lariat,TBD,TBD,Fighting,TBD,Phys,"TBD","Hits both targets. Silences hit targets."
Double Shock,Daily x2,2,Electric,3d12+10 ,Phys,"Melee, 1 Target, Smite","Until the end of the encounter, the user loinstead become Normal-Type."
Double Slap,At-Will,4,Normal,1d6+3 ,Phys,"Melee, 1 Target, Five Strike","None"
Double Team,Scene,/,Normal,,Status,"Self, Illusion, Coat","The user gains 3 activations of Double Team.The user may either activate Double Team when beingtargeted by an attack to increase their Evasion by +2against that attack; or when making an attack to increasetheir Accuracy by +2 for that attack."
Double-Edge,Scene x2,2,Normal,3d12+10 ,Phys,"Melee, 1 Target, Dash, Recoil 1/3","None"
Doubled Edged Blade,Daily x1,/,,,Status,"","For the next 5 turns all cutting moves from user (sharpness boosted moves) gain DB+4 and recoil1/3."
Draco Jet,At-Will,2,Dragon,1d8+6 ,Phys,"Melee, 1 Target, Priority","None."
Draco Meteor,Scene,4,Dragon,4d10+10 ,Spec,"8, Ranged Blast 3, Smite","Lower the user's Special Attack 2 Combat Stagesafter damage."
Draco Missile,TBD,TBD,Dragon,TBD,Phys,"TBD","Not done yet."
Draconic Fangs,TBD,TBD,Dragon,TBD,Phys,"TBD","Bites with draconic fangs. May cause flinching."
Dragon Ascent,Scene x2,2,Flying,3d12+10 ,Phys,"Melee, 1 Target, Dash","The user's Defense and Special Defense are eachlowered by -1 Combat Stage."
Dragon Breath,EOT,2,Dragon,2d6+8 ,Spec,"6, 1 Target","Dragon Breath Paralyzes the Target on 15+."
Dragon Cheer,Scene,/,Dragon,,Status,"Blessing","DBlessing - Any user affected by this"
Dragon Claw,At-Will,2,Dragon,2d8+10 ,Phys,"Melee, 1 Target","None"
Dragon Dance,EOT,/,Dragon,,Status,"Self","Raise the user's Attack 1 Combat Stage and raisethe user's Speed 1 Combat Stage."
Dragon Darts,EOT,2,Dragon,1d8+8 ,Phys,"","6, 1 Target, Double Strike; or 6, 2 Targets"
Dragon Dash,TBD,TBD,Dragon,TBD,Phys,"TBD","+1 priority attack."
Dragon Energy,Daily x2,2,Dragon,4d10+20 ,Spec,"Cone 3 or Line 8","For each 10% of HP the user is missing, DragonEnergy's Damage Base is reduced by 1."
Dragon Hammer,EOT,2,Dragon,2d10+10 ,Phys,"","Melee, 1 Target or Line 3"
Dragon Jab,TBD,TBD,Dragon,TBD,Phys,"TBD","Jabs with a horn. can bleed on hit."
Dragon Pulse,EOT,2,Dragon,2d10+10 ,Spec,"8, 1 Target, Aura","None"
Dragon Rage,At-Will,2,Dragon,,Spec,"4, 1 Target","If it hits, Dragon Rage causes the target to lose15 Hit Points. Dragon Rage is Special and interacts withother moves and effects as such (Special Evasion may beapplied to avoid it, Mirror Coat can reflect it, etc.)."
Dragon Rush,Scene x2,4,Dragon,3d8+10 ,Phys,"Melee, 1 Target, Dash, Push, Smite","The target is Pushed 3 meters. Dragon RushFlinches the target on 17+."
Dragon Tail,At-Will,3,Dragon,2d6+8 ,Phys,"Melee, 1 Target, Push","The target is Pushed 6 meters minus their WeightClass. On a roll of 15+, the target is also Tripped."
Dragon's Taint,Daily x2,/,Dragon,,Spec,"","Dragon's Taint has a chance to poison the target on a roll of 14+ and on a 17+ the Target Becomes BadlyPoisoned instead. This Move is Also super effective Against Fairy & Grass Types."
Drain Brain,TBD,TBD,Psychic,TBD,STATUS,"TBD","Lowers targets SpAtk. Heals that much HP."
Drain Punch,Scene x2,2,Fighting,2d8+10 ,Phys,"Melee, 1 Target, Aura","After the target takes damage, the user gains HPequal to half of the damage they dealt to the target."
Draining Kiss,EOT,2,Fairy,1d8+8 ,Spec,"Melee, 1 Target","After the target takes damage, the user gainsHit Points equal to half of the damage they dealt to thetarget."
Dream Eater,EOT,2,Psychic,3d8+10 ,Spec,"Melee, 1 Target","Dream Eater can only target Sleeping pokémonor Trainers. After the target takes damage, the user gainsHit Points equal to half of the damage they dealt to thetarget. Dream Eater does not wake up sleeping targets."
Dream Invasion,TBD,TBD,Normal,TBD,Phys,"TBD","Strikes through dreams, hitting sleeping foes hard."
Drill Peck,At-Will,2,Flying,2d8+10 ,Phys,"Melee, 1 Target, Dash","None"
Drill Run,At-Will,3,Ground,2d8+10 ,Phys,"Melee, 1 Target","Drill Run is a Critical Hit on 18+."
Drum Beating,EOT,2,Grass,2d8+10 ,Phys,"4, 1 Target","The target's Speed is lowered by 1 CS."
Dual Chop,EOT,3,Dragon,1d8+8 ,Phys,"Melee, 1 Target, Double Strike","None"
Dual Wingbeat,EOT,2,Flying,1d8+6 ,Phys,"","Melee, 1 Target, Double Strike"
Dynamax Cannon,Scene x2,2,Dragon,3d8+10 ,Spec,"6, 1 Target","The DB of Dynamax Cannon increases by +2 foreach positive CS the target has, to a maximum of DB20."
Dynamic Punch,At-Will,9,Fighting,3d8+10 ,Phys,"Melee, 1 Target","Dynamic Punch Confuses the target. DynamicPunch ignores the target's Evasion if they are Flanked."
Earth Power,EOT,2,Ground,2d10+10 ,Spec,"6, 1 Target, Groundsource","Earth Power lowers the Special Defense of allLegal Targets 1 Combat Stage on 16+."
Earthquake,Scene,2,Ground,3d8+10 ,Phys,"Burst 3, Groundsource","Earthquake can hit targets that are underground,including those using the Move Dig."
Earthsplitter,TBD,TBD,Steel,TBD,Phys,"TBD","A might slam that can lower defense."
Echoed Voice,EOT,2,Normal,1d8+6 ,Spec,"3, 1 Target, Sonic","If Echoed Voice was used by any pokémon orTrainer in the Encounter on the previous round, increaseits Damage Base by +4. If Echoed Voice was used byany pokémon or Trainers during both the previous tworounds, increase its Damage Base by +8."
Eclipse,TBD,TBD,Dark,TBD,Spec,"TBD","The darkness within erupts from the user for heavy damage."
Eerie Fog,TBD,TBD,Ghost,TBD,STATUS,"TBD","An unnatural fog descends, draining stat boosts."
Eerie Impulse,EOT,2,Electric,,Status,"6, 1 Target","The target's Special Attack is lowered 2 CombatStages."
Eerie Spell,EOT,2,Psychic,2d8+10 ,Spec,"6, 1 Target","The user may choose to Disable the target'slast Move used. This effect may only be activatedonce per Scene."
Egg Bomb,Scene x2,6,Fire,3d8+10 ,Phys,"5, Blast 2","None."
Electric Terrain,Daily x2,/,Electric,,Status,"Field","The field becomes Electrified for 5 rounds. WhileElectrified, pokémon and Trainers touching the groundare immune to Sleep, and Electric-Type attacks used bypokémon and Trainers touching the ground gain a +10Bonus to Damage Rolls."
Electrify,EOT,/,Electric,,Status,"6, 1 Target","Until the end of the user's next turn, the target'sdamaging Water-Type attacks and Melee attacks of anyType deal Electric-Type Damage instead of their usualType."
Electro Ball,Scene x2,2,Electric,2d8+6 ,Spec,"10, 1 Target","The user adds their Speed Stat, includingCombat Stages, in addition to their Special Attack whendetermining the damage dealt by Electro Ball. TheDefender in turn subtracts both their Special Defenseand Speed Stats from the damage dealt before applyingType Effectiveness."
Electro Drift,Scene x2,2,Electric,3d8+10 ,Spec,"Melee 1, Target, Dash, Pass",""
Electro Shot,TBD,TBD,Electric,TBD,Spec,"TBD","gathers electricity for a high-voltage shot. +1 SPA"
Electroweb,EOT,3,Electric,2d6+8 ,Spec,"4, Ranged Blast 2","All Legal Targets are lowered 1 Speed CombatStage."
Embargo,At-Will,2,Dark,,Status,"6, 1 Target","The target cannot use or benefit from held itemsfor the remainder of the encounter. Embargo may onlyaffect one target at a time; if Embargo is used on a newtarget, the previous target is freed from the effect."
Ember,At-Will,2,Fire,1d8+6 ,Spec,"4, 1 Target","Ember Burns the target on 18+."
Enchanted Blade,EOT,/,Fairy,2d6+8 ,Phys,"Melee, 1 Target","Aerial Ace cannot miss."
Encore,Scene x2,2,Normal,,Status,"4, 1 Target, Social","Roll 1d6. On a result of 1 or 2, the target becomesConfused; on a result of 3 or 4 the target becomesSuppressed; on a result of 5 or 6 the target becomesEnraged."
Endeavor,Scene,2,Normal,,Phys,"Melee, 1 Target, Dash","The target loses a Tick of Hit Points for eachInjury the user has."
Endure,Daily,/,Normal,,Status,"Self, Reaction, Trigger","If the user is hit by a damaging Move, you mayuse Endure as a Free Action. If the Move would bringEndure's user down to 0 Hit Points or less, Endure's userinstead is set to 1 Hit Point."
Energy Ball,EOT,2,Grass,2d10+10 ,Spec,"8, 1 Target","Energy Ball lowers the foe's Special Defense 1Combat Stage on 17+."
Energy Wave,TBD,TBD,Normal,TBD,Spec,"TBD","Deals damage."
Entrainment,Scene,2,Normal,,Status,"4, 1 Target","The target gains one of the user's Abilities for 3turns."
Eruption,Daily,4,Fire,4d10+20 ,Spec,"Burst 1*","For each 10% of Hit Points the user is missing,Eruption's Damage Base is reduced by 1. Eruptioncreates a 1 meter burst, but also affects an area 10 meterstall straight up."
Esper Waltz,TBD,TBD,Psychic,TBD,Spec,"TBD","A mesmerizing waltz that may raise Special Attack."
Esper Wing,Scene x2,4,Psychic,2d8+10 ,Spec,"Melee, Pass, Priority","Esper Wing is a Critical Hit on an 18+."
Eternabeam,Scene,4,Dragon,5d10+20 ,Spec,"","Line 6, Smite, Exhaust"
Eternal Light,Daily x2/em>,4,Light,,,"10, 1 Target, Exhaust, Smite","None"
Etheral Claw,EOT,2,Light,,,"Melee, 1 Target","Etheral claw is a critical on 18+"
Excalibur,Scene x2,4,Steel,,,"Melee, 1 Target","When calculating Weakness and Resistance for"
Expanding Force,EOT,2,Psychic,2d8+10 ,Spec,"Burst 1, Spirit Surge","After Expanding Force is resolved, you maycreate Psychic Terrain in a Blast 7, centered on theuser, that lasts for 5 turns. Any creatures in thosespaces are affected as if by the Field Move PsychicTerrain, rather than any other Field Move. This Effectmay trigger only once per Scene."
