Move,Freq,AC,Type,Roll,Dmg. Type,Range,Special Effect
Sweet Scent,Scene,2,Normal,,Status,"Burst 2, Friendly","Targets hit by Sweet Scent gain a -2 Penalty toEvasion. (Total Evasion may not be lowered to a negativevalue. )"
Swords Dance,EOT,/,Normal,,Status,"Self","The user's Attack is raised 2 Combat Stages."
Tail Whip,At-Will,2,Normal,,Status,"Burst 1, Friendly","All legal targets have their Defense lowered by 1Combat Stage."
Tearful Look,EOT,2,Normal,,Status,"Burst 1, Social, Friendly","Tearful Look lowers all Legal Target's Attackand Special Attack 1 Combat Stage."
Teatime,Scene,/,Normal,,Status,"Field, Social","All participants in the battle may choose toimmediately consume one of their Food Buffs,regardless of if the conditions to do so are met."
Teeter Dance,Scene,2,Normal,,Status,"Burst 1","Teeter Dance Confuses all Legal Targets."
Tickle,EOT,2,Normal,,Status,"Melee, 1 Target","Lower the target's Attack 1 Combat Stage andlower the target's Defense 1 Combat Stage."
Tidy Up,Daily x2,/,Normal,,Status,"Field",""
Transform,At-Will,/,Normal,,Status,"10, 1 Target","The user targets a pokémon within 10 meters,and assumes the form of the target. It gains all of theuser's Moves, gains its Abilities, copies its weight andheight and Capabilities. Transform lasts until the useris switched out, KO'd or until the end of the encounter.The user may choose to end the Transformation on itsturn as a free action, regaining its previous Move List.The user's Stats do not change from using Transform.Transform cannot miss."
Whirlwind,Scene x2,2,Normal,,Status,"Line 6","All targets are pushed X meters, where X is 8minus their weight class. If the Line targets into aSmokescreen, the smoke is dispersed. All hazards in theWhirlwind are destroyed."
Wish,Daily x2,/,Normal,,Status,"15, 1 Target","At the end of the user's next turn, the targetregains Hit Points equal to half of its full Hit Point value.If the user targets themselves and are replaced in battle,the replacement is healed."
Work Up,EOT,/,Normal,,Status,"Self","Raise the user's Attack 1 Combat Stage and raisethe user's Special Attack 1 Combat Stage."
Wrap,Static,/,Normal,,Static,"","The user gains a +1 Bonus to Accuracy Rollsmade to initiate Grapple Maneuvers, and +2 to SkillChecks made to initiate Grapple Maneuvers or gainDominance. Whenever the user gains Dominance in aGrapple, the target of the Grapple loses a Tick of HitPoints."
Yawn,Scene x2,/,Normal,,Status,"2, 1 Target, Social","The target falls Asleep at the end of their nextturn. Yawn cannot miss."
Acid,At-Will,2,Poison,1d8+6 ,Spec,"Cone 2","Acid lowers the target's Special Defense 1Combat Stage on 18+."
Acid Spray,EOT,2,Poison,1d8+6 ,Spec,"4, 1 Target","Acid Spray lowers the target's Special Defense 2Combat Stages."
Barb Barrage,EOT,2,Poison,1d6+3 ,Phys,"6, 1 Target, Five Strike","The target is Poisoned on a 17+. Once a Scene,if Barb Barrage's target has a Status Condition, youmay choose to not roll for Five Strike. Instead, treatBarb Barrage as though it automatically rolled an 8 forFive Strike."
Belch,Scene x2,4,Poison,3d12+10 ,Spec,"Cone 2","Belch cannot be used if the user has not tradedin a Digestion Buff during this Scene."
Clear Smog,Scene x2,/,Poison,1d8+8 ,Spec,"6, 1 Target","The target's Combat Stages are reset to theirdefault, and all Coats on the target are destroyed. ClearSmog cannot miss."
Cosmic Contagion,Daily x2,/,Poison,,Spec,"","Effect:Choose Either Poison or Rock this move does damage of the choosen type Additionally:If Poison Type is Choosen Set a layer of toxic Spikes arround the target:"
Cross Poison,EOT,2,Poison,2d6+10 ,Phys,"Melee, Pass","Cross Poison is a Critical Hit on 18+, and Poisonsthe target on 19+."
Dire Claw,EOT,2,Poison,2d6+8 ,Phys,"Melee, 1 Target","Dire Claw is a Critical Hit on a 19+. Dire Clawgives the target a Status ailment on a 15+. If this istriggered, roll 1d3; on 1 the target is Poisoned; on 2the target is Paralyzed; on 3 the target is Flinched."
Fiery Miasma,Daily x2,2,,2d6+10 ,Spec,"","If the target is Burned, it suffers an additional1 tick of damage every turn until the end of the Scene (if the target is cured from burn or switched outthis effect stops). If the target is Poisoned, its Special Defense is loweredby 1 Combat Stages. If the target is both Burned and Poisoned, it suffers both effects Fiery Miasmadamage base is 10 instead."
Gunk Shot,Daily x2,5,Poison,3d12+10 ,Phys,"6, 1 Target, Smite","Gunk Shot Poisons the Target on 15+."
Pestilence,Daily x2,5,Poison,3d12+10 ,Spec,"6, 1 Target, Smite","Gunk Shot Poisons the Target on 15+."
Malodorant Vortex,Scene x2,4,Fire,1d8+8 ,Spec,"Range 6 , 1 target","The target is put in a Vortex and while in the vortex target get 1 AC to all it's rolls andpoison range of moves target it is increased by +2."
Mortal Spin,At-Will,2,Poison,1d6+5 ,Phys,"Melee, 1 Target, Spirit Surge",""
Noxious torque,EOT,2,Poison,3d8+10 ,Phys,"Melee, 1 Target",""
Nocturnal Venom,EOT,3,Poison,1d6+3 ,Spec,"Range 4 , 1 target",""
Poison Fang,EOT,2,Poison,1d8+8 ,Phys,"Melee, 1 Target","Poison Fang Badly Poisons the target on 17+."
Poison Jab,EOT,2,Poison,2d8+10 ,Phys,"Melee, 1 Target","Poison Jab Poisons the target on 15+."
Infected Injection,Scene x2,3,Poison,3d8+10 ,Phys,"Melee, 1 Target","Infection Badly Poisons the target on 17+."
Poison Sting,At-Will,2,Poison,1d6+3 ,Phys,"6, 1 Target","Poison Sting Poisons the target on 17+."
Poison Tail,At-Will,2,Poison,1d8+8 ,Phys,"Melee, 1 Target","Poison Tail is a Critical Hit on 18+, and Poisonsthe target on 19+."
Shell Side Arm,EOT,2,Poison,2d10+10 ,Spec,"6, 1 Target","This attack uses the highest of the user'sAttack or Special Attack Stat, though this does notchange the Class of the Move. In addition, if thetarget's Defense is lower than its Special Defense, thisattack targets Defense, becoming a Physical Move.The target is poisoned on a 17+."
Sludge,EOT,2,Poison,2d6+10 ,Spec,"6, 1 Target","Sludge Poisons the target on 15+."
Sludge Bomb,EOT,2,Poison,2d10+10 ,Spec,"8, 1 Target","Sludge Bomb Poisons the target on 15+."
Sludge Wave,Scene x2,2,Poison,3d8+10 ,Spec,"Burst 1 or Close Blast 2","Sludge Wave Poisons targets on 19+."
Smog,At-Will,7,Poison,1d6+5 ,Spec,"Line 2","Smog Poisons the target on an Even-NumberedRoll."
Toxic Sting,EOT,2,Poison,2d10+10 ,Phys,"Melee, 1 Target","Opponent is poisoned on 16+ , badly poisoned instead on 19+.Also if target is already poisoned itbecomes badly poisoned."
Venoshock,Scene x2,2,Poison,2d6+10 ,Spec,"6, 1 Target","If the target is Poisoned, Venoshock has a of 13 (4d10+10 / 35) instead."
Acid Armor,Scene,/,Poison,,Status,"","Self, Set-Up"
Baneful Bunker,Scene,/,Poison,,Status,"Self, Interrupt, Shield, Trigger","If the user is hit by an attack, the user may useBaneful Bunker. The user is instead not hit by theMove. You do not take any damage nor are youaffected by any of the Move's effects. In addition, ifthe triggering attack was Melee ranged, the attackeris Poisoned."
Coil,Scene x2,/,Poison,,Status,"Self","Raise the user's Attack 1 Combat Stage, raise theuser's Defense 1 Combat Stage, and the user gains +1Accuracy."
Corrosive Gas,EOT,2,Poison,,Status,"Burst 1","Targets hit have their current Held Item(s)unable to be used for the remainder of the Scene. Inaddition, Steel-Type targets hit lose their immunity toPoison until they Faint or Take A Breather; Poisoninstead counts as neutral against Steel."
Corrode,EOT,2,Poison,,Spec,"+6, 1 Target","When calculating Weakness and Resistance"
Gastro Acid,Scene,2,Poison,,Status,"4, 1 Target","The target's Ability is disabled until the end ofthe encounter. If the target has more than one Ability,you choose one of them to disable."
Poison Gas,Scene,6,Poison,,Status,"Burst 1 or Cone 2","Poison Gas Poisons all Legal Targets."
Poison Powder,EOT,6,Poison,,Status,"4, 1 Target, Powder","The target is Poisoned."
Purify,Scene,/,Poison,,Status,"Melee, 1 Target","The target is cured of all Permanent andVolatile Statuses. For every status removed, the userrecovers a Tick of Hit Points."
Toxic,Scene x2,4,Poison,,Status,"4, 1 Target","The target is Badly Poisoned. If the user is PoisonType, Toxic cannot miss."
Toxic Spikes,EOT,/,Poison,,Status,"6, Hazard","Set 8 square meters of Toxic Spikes, all 8 metersmust be adjacent with at least one other space of ToxicSpikes next to each other. Toxic Spikes cause Terrain tobecome Slow Terrain, and a grounded foe that runs intothe hazard becomes Poisoned, and Slowed until the endof their next turn. If there are 2 Layers of Toxic Spikeson the same space, it Deadly Poisons the foes instead.Poison-Type pokémon may move over Toxic Spikesharmlessly, destroying the Hazards as they do so."
Toxic Thread,Scene x2,2,Poison,,Status,"6, 1 Target","The target is Poisoned and has their Speedlowered by 1 Combat Stage. If the target is alreadyPoisoned, they instead lose a Tick of Hit Points andhas their Speed lowered by 2 Combat Stages."
Venom Drench,EOT,/,Poison,,Status,"Cone 2","All Poisoned targets have their Attack, SpecialAttack, and Speed lowered by 1 Combat Stage. VenomDrench cannot miss."
Astral Assault,Scene x2,2,Psychic,3d12+10 ,Phys,"Melee, 1 Target, Dash","The user's Defense and Special Defense are eachlowered by -1 Combat Stage."
Confusion,At-Will,2,Psychic,1d8+8 ,Spec,"6, 1 Target","Confusion Confuses the target on 19+."
Dream Eater,EOT,2,Psychic,3d8+10 ,Spec,"Melee, 1 Target","Dream Eater can only target Sleeping pokémonor Trainers. After the target takes damage, the user gainsHit Points equal to half of the damage they dealt to thetarget. Dream Eater does not wake up sleeping targets."
Eerie Spell,EOT,2,Psychic,2d8+10 ,Spec,"6, 1 Target","The user may choose to Disable the target'slast Move used. This effect may only be activatedonce per Scene."
Esper Wing,Scene x2,4,Psychic,2d8+10 ,Spec,"Melee, Pass, Priority","Esper Wing is a Critical Hit on an 18+."
Expanding Force,EOT,2,Psychic,2d8+10 ,Spec,"Burst 1, Spirit Surge","After Expanding Force is resolved, you maycreate Psychic Terrain in a Blast 7, centered on theuser, that lasts for 5 turns. Any creatures in thosespaces are affected as if by the Field Move PsychicTerrain, rather than any other Field Move. This Effectmay trigger only once per Scene."
Vertigo,At-Will,2,Psychic,2d6+10 ,Spec,"6, 1 Target","Vertigo Confuses the target on 15+."
Extrasensory,EOT,2,Psychic,2d8+10 ,Spec,"5, 1 Target","Extrasensory Flinches the target on 19+."
Freezing Glare,EOT,2,Psychic,2d10+10 ,Spec,"6, 1 Target","Freezing Glare Freezes the target on a 19+.Once per Scene, Freezing Glare may instead be usedas an Ice-Type Move."
Future Sight,Scene x2,/,Psychic,3d12+10 ,Spec,"10, 1 Target","Future Sight does nothing on the turn it is used.At the end of the user's next turn, Future Sight hits, evenif the user is no longer on the field. Future Sight cannotmiss."
Gravitational Pulse,Scene x2,2,Psychic,1d8+8 ,Spec,"6, 1 Target","Effect:Apply Gravity arround the target for X turns (X = result of 1d4+1). Gravitational Pulse Confuseson 16+ and if the target is affected by Gravitiy confusion range increased by +3.Gravity:target become grounded and negate the effect of Flying type moves..:"
Guardian's Psyche,EOT,/,Psychic,,Spec,"","Guardian's Psyche flinches on 18+ if used in psychic Terrain flinches on 16+ instead"
Heart Stamp,EOT,2,Psychic,2d6+8 ,Phys,"Melee, 1 Target","Heart Stamp Flinches the target on 15+."
Hyperspace Hole,Daily,2,Psychic,2d8+10 ,Spec,"Melee, 3 Targets","Make and resolve of Hyperspace Hole's attacksseparately. In between each attack, the user may Shiftusing their Teleporter capability, ending the Shift nextto a legal target. Interrupts may not be triggeredagainst Hyperspace Hole."
Lumina Crash,EOT,2,Psychic,2d8+10 ,Spec,"6, 1 Target",""
Luster Purge,Scene x2,2,Psychic,3d8+10 ,Spec,"12, 1 Target, Spirit Surge","Luster Purge lowers the target's Special Defenseby 1 Combat Stage on an Even-Numbered Roll."
Mist Ball,Scene x2,2,Psychic,3d8+10 ,Spec,"12, 1 Target, Spirit Surge","Mist Ball lowers the target's Special Attack by 1Combat Stage on an Even-Numbered Roll."
Mind Burn,EOT,2,Psychic,,Spec,"6, 1 Target","Mind Burn burns on 17+."
Mind Step,EOT,/,Psychic,2d6+8 ,Phys,"Melee, 1 Target","This Move cannot miss. Beforeattacking, the user may Teleport 4 into asquare adjacent to a foe as a Shift Action."
Mystical Power,Scene x2,4,Psychic,2d6+10 ,Spec,"6, 2 Targets, Spirit Surge","The user receives +1 Combat Stage in theirhighest non-HP stat."
Psychedelic Slumber,Scene x2,2,Psychic,2d10+10 ,Spec,"Burst 3","Target falls asleep on 18+. If opponent is asleep , deal twice the damage."
Photon Geyser,Scene,2,Psychic,3d8+10 ,Spec,"Burst 2","This attack uses the highest of the user'sAttack or Special Attack Stat, though it remains aSpecial Move. This Move ignores any Abilities thatwould cause it to fail or miss, such as Dodge orWonder Guard; those Abilities cannot be activated inresponse to Photon Geyser."
Prismatic Laser,Daily x2,4,Psychic,5d10+20 ,Spec,"","Line 8, Smite, Exhaust"
Psionic Gale,At-Will,3,Psychic,3d8+10 ,Phys,"4, 1 Target","Psionic Gale is a crit on a roll of 16+"
Psybeam,At-Will,2,Psychic,2d6+10 ,Spec,"6, 1 Target","Psybeam Confuses the target on 19+."
Psyblade,EOT,2,Psychic,2d8+10 ,Phys,"Melee, 1 Target, Slice",""
Psychic,EOT,2,Psychic,2d10+10 ,Spec,"5, 1 Target, Push","The target is Pushed 1 meter in any direction.Psychic lowers the target's Special Defense 1 CombatStage on 17+."
Psychic Fangs,EOT,2,Psychic,2d10+10 ,Phys,"4, 1 Target","Light Screen, Reflect and Aurora Veil cannot bedeclared in response to Psychic Fangs."
Psycho Boost,Scene,4,Psychic,4d10+15 ,Spec,"8, Ranged Blast 3, Smite","Lower the user's Special Attack 2 Combat Stagesafter damage is resolved."
Psycho Copy,Daily,/,Psychic,,Status,"Self, Interrupt","If the user is hit by a move , the user may use Psycho Copy. Interrupt the target move, and usethe same move on the user."
Psycho Cut,EOT,2,Psychic,2d6+10 ,Phys,"6, 1 Target","Psycho Cut is a Critical Hit on 18+."
Psy Kick,At-Will,3,Psychic,1d6+5 ,Phys,"Melee, 1 Target, Double Strike","None"
Psyshield Bash,EOT,4,Psychic,2d6+10 ,Phys,"Melee, 1 Target","The user gains +5 DR for one full round."
Psyshock,At-Will,2,Psychic,2d8+10 ,Spec,"4, 1 Target","When calculating damage, the target subtractstheir Defense from Psyshock's damage instead of theirSpecial Defense. Psyshock is still otherwise Special( Special Evasion is used to avoid it, Mirror Coat canreflect it, etc. )"
Psystrike,EOT,2,Psychic,3d8+10 ,Spec,"4, 1 Target","When calculating damage, the target subtractstheir Defense from Psystrike's damage instead of theirSpecial Defense. Psystrike is still otherwise Special(Special Evasion is used to avoid it, Mirror Coat canreflect it, etc.)"
Occult Razor,Scene,5,Psychic,3d10+10 ,Phys,"Melee, 1 Target","This Move automatically CriticallyHits targets at or below half of their Max HitPoints. After dealing damage, the targetbecomes Suppressed for 1 full round."
Spatial Rupture,EOT,4,Psychic,3d8+10 ,Spec,"Range 6 , 1 target","On 17+ , user can't shift for 3 rounds"
Spoon Bend,Scene x2,2,,,Spec,"8, 1 Target","Spoon Bend is super effective against Steel-types."
Stored Power,EOT,2,Psychic,1d6+3 ,Spec,"10, 1 Target","For every Combat Stage the user has above 0, add+2 to Stored Power’s Damage Base, up to a maximum ofDB 20."
Synchronoise,Scene x2,2,Psychic,3d12+10 ,Spec,"Burst 3","Synchronoise can only hit targets that share atype with Synchronoise's user."
Twin Beam,EOT,2,Psychic,1d8+6 ,Spec,"6, 1 Target, Double Strike",""
Zen Headbutt,EOT,4,Psychic,2d8+10 ,Phys,"Melee, 1 Target, Dash","Zen Headbutt Flinches the target on 15+."
Agility,EOT,/,Psychic,,Status,"Self","Raise the user's Speed 2 Combat Stages."
Ally Switch,Scene,/,Psychic,,Status,"6, 1 Target, Interrupt","Ally Switch may be declared during a foe's turnas an Interrupt. The user chooses one willing ally within6 meters; the target and the user switch places. If the allywas a target of a Move, the user is now the target; If theuser was a target of a Move, the ally is now the target."
Amnesia,EOT,/,Psychic,,Status,"Self","Raise the user's Special Defense 2 Combat Stages."
Barrier,Scene x2,/,Psychic,,Status,"Hazard","The user creates a Barrier of psychic energy. Theuser places up to 4 segments of Barrier; each segmentmust be continuous with another segment, and at leastone must be adjacent to the user. These barriers count asblocking terrain and last until the end of the encounteror until they are destroyed. Each Barrier segment is 2meters tall, 1 meter wide, and 2 centimeters thick. Eachsegment has 20 Hit Points, 15 Damage Reduction, andtakes damage as if it was Psychic Typed."
Calm Mind,EOT,/,Psychic,,Status,"Self","Raise the user's Special Attack 1 Combat Stageand raise the user's Special Defense 1 Combat Stage."
Cosmic Power,EOT,/,Psychic,,Status,"Self","Raise the user's Defense 1 Combat Stage andraise the user's Special Defense 1 Combat Stage."
Gravity,Daily x2,/,Psychic,,Status,"Field","For 5 rounds, the area is considered Warped.While Warped, Moves that involve the user beingairborne may not be used. pokémon cannot use Skyor Levitate Capabilities to end their turn at an altitudehigher than 1 meter. Flying-Types and pokémon withthe Ability Levitate are no longer immune to Ground-Type Moves. All Accuracy Rolls receive a +2 Bonus."
Guard Split,Scene,/,Psychic,,Status,"Melee, 1 Target","The target loses 5 Defense and 5 Special Defense.If they do, the user gains 5 Damage Reduction. Theseeffects last until the end of the scene."
Guard Swap,Scene,/,Psychic,,Status,"Melee, 1 Target","The user and the target trade Combat Stagevalues for the Defense Stat, and then for the SpecialDefense Stat."
Heal Block,EOT,2,Psychic,,Status,"6, 1 Target","Until the end of the encounter, the target maynot gain Hit Points or Temporary Hit Points from anysource. This effect ends if the target is switched out orTakes a Breather."
Heal Pulse,Daily x2,/,Psychic,,Status,"6, 1 Target, Aura","Restores 50% of the target's max Hit Points. HealPulse's user may not target itself with Heal Pulse."
Healing Wish,Daily,/,Psychic,,Status,"6, 1 Target","The user immediately Faints, lowering its HP to0. The user takes no Injuries from HP Markers whenusing Healing Wish. The target is immediately curedof up to 3 injuries, healed to their Maximum Hit Points,and has the Frequency of all Moves restored. HealingWish may target a pokémon in a Poké Ball. HealingWish does not restore the Frequency of Healing Wishor Lunar Dance. Injuries healed through Healing Wishcount toward the total number of Injuries that can behealed each day, and this healing is limited by the same."
Heart Swap,Daily,/,Psychic,,Status,"10, 2 Targets","The targets trade Combat Stage values for eachStat."
Hypnosis,Scene x2,6,Psychic,,Status,"4, 1 Target","The target falls Asleep."
Imprison,Scene x2,/,Psychic,,Status,"10, 1 Target","The target is Locked for the rest of the Scene. ALocked target may not use any Moves the user knows.Imprison cannot miss."
Instruct,Scene x2,/,Psychic,,Status,"Melee, 1 Target","The target immediately reuses the attack itperformed last, ignoring frequency, as a Free Action.They may choose new targets for the copied attack.Instruct may not be used if the Target's last Move wasa Set-Up Move, a Trigger Move, or Instruct, or if theTarget is currently affected by Exhaust."
Kinesis,Scene,/,Psychic,,Status,"6, 1 Target, Trigger, Interrupt","If the user or an Ally within 6 meters is aboutto be hit by an attack, the user may use Kinesis as aninterrupt. The triggering Accuracy Roll receives a -4penalty. This may cause Moves to miss."
Light Screen,Scene,/,Psychic,,Status,"Blessing","Effect:Blessing:Any user affected by Light Screenmay activate it when receiving Special Damage to resistthe Damage one step. Light Screen may be activated 2times, and then disappears.:"
Lunar Blessing,Daily,/,Psychic,,Status,"Self","The user regains hit points equal to 50% of itsHit Point total, cures all of its Status conditions, andgains +2 Evasion."
Lunar Dance,Daily,/,Psychic,,Status,"8, 1 Target","The user immediately Faints, lowering itsHit Points to 0. The user takes no Injuries from HitPoint Markers when using Lunar Dance. The target isimmediately cured of up to 3 injuries, healed to theirMaximum Hit Points, and has the Frequency of all Movesrestored. Lunar Dance may target a pokémon in a PokéBall. Lunar Dance does not restore the Frequency ofHealing Wish or Lunar Dance. Injuries healed throughLunar Dance count toward the total number of Injuriesthat can be healed each day, and this healing is limitedby the same."
Magic Coat,Daily,/,Psychic,,Status,"4, Interrupt, Trigger","If the user is about to get a hit by a Move thatdoes not have a Damage Dice Roll, they may use MagicCoat as an Interrupt. The Interrupted Move's user istreated as if they were the target of their own Move, withthe user of Magic Coat as the user."
Magic Powder,Daily,2,Psychic,,Status,"5, 1 Target","The target gains the Psychic Type in additionto its other Types for 5 turns."
Magic Room,Daily x2,/,Psychic,,Status,"Field","The area becomes Useless for 5 rounds. WhileUseless, pokémon may not benefit from the effectsof any Held Items, and Trainers cannot benefit fromany Accessory-Slot equipment. This does not affectconsumable or activated items, only Items with Staticeffects or Triggers."
Meditate,At-Will,/,Psychic,,Status,"Self","Raise the user's Attack 1 Combat Stage."
Miracle Eye,Scene x2,/,Psychic,,Status,"Self, Swift Action","Miracle Eye may be activated as a Swift Actionon the user's turn. For the rest of the turn, the user'sPsychic-Type Moves can hit and affect Dark-Typetargets, and the user can see through the Illusion Ability,Moves with the Illusion keyword, and effects created bythe Illusionist Capability, ignoring all effects from those."
Mirror Coat,Scene x2,/,Psychic,,Spec,"Any, 1 Target, Reaction","Mirror Coat may be used as a Reaction whenthe user is hit by a damaging Special Attack. Resolve theTriggering Attack, with Mirror Coat's user resisting theattack one step further. After the attack is resolved, ifMirror Coat's user was not Fainted, the triggering foethen loses Hit Points equal to twice the amount of HitPoints lost by the user from the triggering attack. Notethat Mirror Coat is Special, and while it cannot miss, itcannot hit targets immune to Psychic-Type Moves."
Power Split,Scene,/,Psychic,,Status,"Melee, 1 Target","The target has their Attack and Special Attacklowered by 5. If they do, the user gains a +5 bonus toDamage Rolls. These effects last until the end of thescene."
Power Swap,Scene,/,Psychic,,Status,"Melee, 1 Target","The user and the target trade Combat Stage valuesfor the Attack Stat, and then for the Special Attack Stat."
Power Trick,Scene,/,Psychic,,Status,"Self","The user's Attack stat and Defense stat areswitched for the remainder of the scene, or until theuser is switched out or Fainted."
Psychic Terrain,Daily x2,/,Psychic,,Status,"Field","The Field becomes Weird for five rounds.While the Field is Weird, non-Flying and non-Levitating pokémon cannot declare Priority orInterrupt Moves outside their own Initiatives.Damaging Psychic-Type attacks deal an additional 10damage"
Psycho Shift,Scene,/,Psychic,,Status,"Melee, 1 Target","The user is cured of a Status ailment and thetarget is given that Status ailment. Psycho Shift cannotmiss. Psycho Shift can only be used if the user has aStatus ailment and the target does not have the statusailment that is being transferred."
Psywave,Scene,5,Psychic,,Spec,"6, 1 Target","Roll 1d4; on 1 the target loses Hit Points equalto half the user's Level; on 2 the target loses Hit Pointsequal to the user's Level; on 3 the target loses Hit Pointsequal to 1.5x the user's level; on 4 the target loses HitPoints equal to the user's Level doubled. Do not applyweakness or resistance, and do not apply Stats. Do applyImmunity."
Reflect,Scene,/,Psychic,,Status,"Blessing","Effect:Blessing:Any user affected by Reflect mayactivate it when receiving Physical Damage to resist theDamage one step. Reflect may be activated 2 times, andthen disappears.:"
Rest,Scene,/,Psychic,,Status,"Self","The user is set to their full Hit Point value. Theuser is cured of any Status ailments. Then, the userfalls Asleep. The user cannot make Sleep Checks at thebeginning of their turn. They are cured of the Sleep atthe end of their turn in 2 rounds."
Role Play,Daily,/,Psychic,,Status,"Melee, 1 Target","The user gains one of the target's Abilities,chosen at random, for the remainder of the encounter.This effect ends if the user Faints or is switched out. RolePlay cannot miss."
Skill Swap,Scene,/,Psychic,,Status,"Melee, 1 Target","The user loses one of their Abilities, selected bythe user, and gains one the target's Abilities, selected atrandom, for the remainder of encounter. The target losesthe copied Ability, and gains the user's lost Ability. Thiseffect ends if either the target or the user is Switched outor Fainted, but only for that pokémon or Trainer."
Speed Swap,Scene,2,Psychic,,Status,"Melee, 1 Target","The user and the target trade Initiative values."
Take Heart,Daily x2,/,Psychic,,Status,"Self","The user gains +1 CS in all its stats and cures allof its Status conditions."
Telekinesis,Scene x2,/,Psychic,,Status,"4, 1 Target","The target becomes Lifted. While Lifted, they gainthe Levitate Ability, are Slowed, and lose all MovementCapabilities except for the Levitate 4 granted by Levitate(reduced to 2 by the Slow condition). While Lifted, theuser may not apply any Evasion bonuses to determinewhether they are hit by Moves or not. The Lifted targetmay use a Shift Action to roll 1d20; on a result of 16+,they stop being Lifted."
Teleport,Scene,/,Psychic,,Status,"Self, Interrupt","The user Teleports up to X meters, where X isits Teleporter Capability. Teleport can be used as anInterrupt at any time. Moves that targeted Teleport'suser continue through the desired target's space if theMove allows for it as if the user hadn't been there; singletarget moves simply miss."
Time Ripple,Daily,/,Psychic,,Status,"Self, Interrupt","All allies arround the user are immune to move , objects and abilities that may change turnorder.Also for this turn the User may change the turn order without considering the initiatives."
Trick,Scene,2,Psychic,,Status,"5, 2 Targets","Both targets must be hit for Trick to succeed. Theuser may target itself or willing allies with Trick; you donot need to roll for Accuracy Check in these cases. Bothtargets lose their Held Item or Accessory Slot Item, andgain the other target's Held Item or Accessory Slot Item.If a target has no Item, it still can gain the other target'sItem."
Trick Room,Daily x2,/,Psychic,,Status,"Field","Starting at the beginning of the next round,for 5 rounds, the area is considered Rewinding. WhileRewinding, Initiative is reversed, and participantsinstead go from lowest Initiative to Highest."
Wonder Room,Daily x2,/,Psychic,,Status,"Field","For 5 rounds, the area is considered Wondered.While Wondered, each individual Pokémon's Defenseand Special Defense Stats are switched."
Accelerock,At-Will,2,Rock,1d8+6 ,Phys,"","Melee, 1 Target, Priority"
Ancient Power,EOT,2,Rock,2d8+10 ,Spec,"Burst 1, Sonic","None."
Medusa Ray,Daily,2,Rock,2d8+10 ,Status,"5, 1 Target","The target gains the Rock Type in addition toits other Types for 5 turns"
Boulder Bash,EOT,3,,,Phys,"5, 1 Target","Boulder Bash has a chance to flinch the target on 18+"
Cement Throw,EOT,3,Rock,2d6+10 ,Phys,"4, 1 Target","Cement Throw lowers Target speed by 1 CS on 17+. If used on rainy weather Cement throw lowers Target'sSpeed on hit and if Used on a Sunny weather Damage Base is increased by 3."
Krag Cutter,Scene x2,/,Rock,,Phys,"","Crag Cutter delivers a powerful strike that boosts the user's Attack by 1 Combat Stage if itsuccessfully hits the target. Additionally, if the user's HP is below half this move Gains +2 Accuracy."
Diamond Storm,Scene,3,Rock,3d8+10 ,Phys,"Close Blast 3, Friendly, Smite","On Even-Numbered Rolls, Diamond Stormraises the User's Defense by 1 Combat Stage."
Head Smash,Scene,5,Rock,4d10+20 ,Phys,"Melee, 1 Target, Dash, Push, Recoil 1/3","The target is pushed 2 meters."
Jagged Fangs,EOT,3,Rock,2d6+10 ,Phys,"Melee, 1 Target","Jagged Fangs raises user's Attack on 18+"
Sediment Smack,Sediment Smack,2,Rock,2d6+10 ,Phys,"Melee, 1 Target","None. (considered a fist move)"
Melting Boulder,Scene x2,2,,2d8+10 ,Phys,"5, 1 Target","Melting Boulder Burns the target on 15+."
Meteor Beam,Scene x2,4,Rock,3d12+10 ,Spec,"","Cone 3, Set-Up"
Pillar Slam,EOT,/,Rock,,Phys,"","For each weight class the user is above the target, increase Pillar Slam's damage base by +2additionally it treats Beast boost activations as extra +1 weight class until the end of the Encounter."
Power Gem,At-Will,2,Rock,2d8+10 ,Spec,"6, 1 Target","None"
Rock Blast,EOT,5,Rock,1d6+5 ,Phys,"6, 1 Target, Five Strike","None"
Rock Climb,At-Will,5,Rock,2d8+10 ,Phys,"Melee, 1 Target, Dash","Rock Climb Confuses the target on 17+."
Rock Recover,Daily x2,/,Rock,,Status,"Self","For 5 round ,each round user recover 1/3 of all damage received during the previous round.Increase user defence by 1 combat stage."
Rock Slide,Scene x2,4,Rock,2d8+10 ,Phys,"6, Ranged Blast 3","Rock Slide Flinches all Legal Targets on 17+."
Rock Throw,At-Will,4,Rock,1d8+8 ,Phys,"6, 1 Target","None"
Rock Tomb,At-Will,5,Rock,2d6+8 ,Phys,"6, 1 Target","Rock Tomb lowers the target's Speed by -1Combat Stage."
Rock Wrecker,Daily x2,4,Rock,4d10+20 ,Phys,"Melee, 1 Target, Dash, Exhaust, Smite","None"
Rollout,At-Will,4,Rock,1d6+5 ,Phys,"Melee, 1 Target, Pass","he user continues to use Rollout on each ofits turns until they miss any target with Rollout, orare not able to hit any target with Rollout during theirturn. Each successive use of Rollout increases Rollout’sDB by +4 to a maximum of DB 15."
Salt Cure,Daily x2,2,Rock,1d8+6 ,Phys,"4, 1 Target",""
